Site,Transect,Species,cm,rugosity,Diff,COT,
S,4,Porites cylindrica,472,,52,,
S,4,Cyanobacteria,480,,8,,
S,4,Porites cylindrica,482,,2,,
S,4,Cyanobacteria,515,,33,,
S,4,Porites cylindrica,519,,4,,
S,4,Macroalgae Dictyota,525,,6,,
S,4,Porites cylindrica,531,,6,,
S,4,Carbonate,555,,24,,
S,4,Porites cylindrica,556,,1,,
S,4,Carbonate,563,,7,,
S,4,Porites cylindrica,572,,9,,
S,4,Carbonate,580,,8,,
S,4,Macroalgae Halimeda,587,,7,,
S,4,Dead Acropora,768,,181,,
S,4,Porites cylindrica,782,,14,,
S,4,Macroalgae Dictyota,793,,11,,
S,4,Porites cylindrica,810,,17,,
S,4,Porites rus,822,,12,,
S,4,Macroalgae Halimeda,824,,2,,
S,4,Porites cylindrica,825,,1,,
S,4,Macroalgae Red Padina,832,,7,,
S,4,Porites cylindrica,835,,3,,
S,4,Porites rus,855,,20,,
S,4,Porites cylindrica,863,,8,,
S,4,Pavona varians,901,,38,,
S,4,Porites cylindrica,912,,11,,
S,4,Carbonate,917,,5,,
S,4,Porites cylindrica,925,,8,,
S,4,Porites rus,934,,9,,
S,4,Porites cylindrica,955,,21,,
S,4,Porites rus,961,,6,,
S,4,Carbonate,965,,4,,
S,4,Porites rus,982,,17,,
S,4,Soft Coral Lemnalia,991,,9,,
S,4,Porites rus,1000,,9,,
S,5,Carbonate,27,7.1,27,,
S,5,Porites rus,31,,4,,
S,5,Porites cylindrica,58,,27,,
S,5,Sand and Rubble,92,,34,,
S,5,Porites cylindrica,103,,11,,
S,5,Sand and Rubble,107,,4,,
S,5,Porites cylindrica,122,,15,,
S,5,Carbonate,130,,8,,
S,5,Porites rus,142,,12,,
S,5,Sand and Rubble,165,,23,,
S,5,Macroalgae Dictyota,172,,7,,
S,5,Carbonate,203,,31,,
S,5,Porites rus,208,,5,,
S,5,Carbonate,220,,12,,
S,5,Porites rus,223,,3,,
S,5,Carbonate,230,,7,,
S,5,Porites cylindrica,251,,21,,
S,5,Porites rus,255,,4,,
S,5,Carbonate,257,,2,,
S,5,Porites cylindrica,265,,8,,
S,5,Porites lobata,273,,8,,
S,5,Carbonate,275,,2,,
S,5,Porites rus,291,,16,,
S,5,Carbonate,310,,19,,
S,5,Porites rus,312,,2,,
S,5,Carbonate,333,,21,,
S,5,Porites cylindrica,335,,2,,
S,5,Carbonate,365,,30,,
S,5,Porites cylindrica,367,,2,,
S,5,Carbonate,379,,12,,
S,5,Porites rus,382,,3,,
S,5,Carbonate,403,,21,,
S,5,Porites rus,412,,9,,
S,5,Carbonate,431,,19,,
S,5,Porites cylindrica,462,,31,,
S,5,Porites rus,503,,41,,
S,5,Carbonate,529,,26,,
S,5,Porites rus,524,,-5,,
S,5,Carbonate,530,,6,,
S,5,Porites cylindrica,543,,13,,
S,5,Porites cylindrica,546,,3,,
S,5,Porites rus,551,,5,,
S,5,Soft coral Briareum,562,,11,,
S,5,Carbonate,567,,5,,
S,5,Porites lobata,645,,78,,
S,5,Carbonate,652,,7,,
S,5,Porites cylindrica,665,,13,,
S,5,Porites rus,672,,7,,
S,5,Carbonate,696,,24,,
S,5,Porites cylindrica,702,,6,,
S,5,Carbonate,772,,70,,
S,5,Porites cylindrica,792,,20,,
S,5,Carbonate,802,,10,,
S,5,Porites lobata,820,,18,,
S,5,Carbonate,845,,25,,
S,5,Porites lobata,892,,47,,
S,5,Carbonate,922,,30,,
S,5,Porites lobata,931,,9,,
S,5,Carbonate,942,,11,,
S,5,Porites rus,965,,23,,
S,5,Carbonate,994,,29,,
S,5,Porites rus,1000,,6,,
S,6,Carbonate,71,7.2,71,,
S,6,Porites rus,78,,7,,Dead staghorn
S,6,Porites cylindrica,82,,4,,
S,6,Carbonate,122,,40,,
S,6,Porites cylindrica,130,,8,,
S,6,Macroalgae Dictyota,135,,5,,
S,6,Porites cylindrica,137,,2,,
S,6,Carbonate,140,,3,,
S,6,Porites cylindrica,145,,5,,
S,6,Carbonate,178,,33,,
S,6,Porites cylindrica,182,,4,,
S,6,Carbonate,192,,10,,
S,6,Porites rus,203,,11,,
S,6,Carbonate,217,,14,,
S,6,Porites rus,221,,4,,
S,6,Carbonate,320,,99,,
S,6,Macroalgae Halimeda,322,,2,,
S,6,Carbonate,335,,13,,
S,6,Macroalgae Halimeda,337,,2,,
S,6,Carbonate,462,,125,,
S,6,Porites cylindrica,465,,3,,
S,6,Carbonate,473,,8,,
S,6,Porites lobata,512,,39,,
S,6,Carbonate,522,,10,,
S,6,Porites lobata,550,,28,,
S,6,Carbonate,563,,13,,
S,6,Sand and Rubble,585,,22,,
S,6,Carbonate,645,,60,,
S,6,Diploastrea heliopora,650,,5,,
S,6,Carbonate,667,,17,,
S,6,Porites rus,670,,3,,
S,6,Porites cylindrica,695,,25,,
S,6,Porites rus,716,,21,,
S,6,Porites cylindrica,722,,6,,
S,6,Carbonate,730,,8,,
S,6,Porites cylindrica,775,,45,,
S,6,Diploastrea heliopora,812,,37,,
S,6,Carbonate,820,,8,,
S,6,Porites rus,892,,72,,
S,6,Carbonate,952,,60,,
S,6,Porites rus,1000,,48,,
A,1,Macroalgae Turbinaria,12,9.5,12,,
A,1,Carbonate,21,,9,,
A,1,Montipora encrusting,23,,2,,
A,1,Carbonate,29,,6,,
A,1,Montipora encrusting,42,,13,,
A,1,Carbonate,59,,17,,
A,1,Montipora encrusting,63,,4,,
A,1,Carbonate,81,,18,,
A,1,Montipora encrusting,82,,1,,
A,1,Carbonate,92,,10,,
A,1,Montipora encrusting,103,,11,,
A,1,Carbonate,105,,2,,
A,1,Montipora encrusting,112,,7,,
A,1,Carbonate,122,,10,,
A,1,Montipora encrusting,135,,13,,
A,1,Turf algae,142,,7,,
A,1,Carbonate,155,,13,,
A,1,Macroalgae Turbinaria,163,,8,,
A,1,Carbonate,167,,4,,
A,1,Montipora encrusting,197,,30,,
A,1,Carbonate,204,,7,,
A,1,Macroalgae Turbinaria,215,,11,,
A,1,Carbonate,217,,2,,
A,1,Montipora encrusting,225,,8,,
A,1,Carbonate,229,,4,,
A,1,Macroalgae Halimeda,231,,2,,
A,1,Carbonate,242,,11,,
A,1,Montipora encrusting,251,,9,,
A,1,Acropora valida,255,,4,,
A,1,Carbonate,262,,7,,
A,1,Montipora encrusting,265,,3,,
A,1,Carbonate,274,,9,,
A,1,Carbonate,315,,41,,
A,1,Porites vaughani,321,,6,,
A,1,Carbonate,335,,14,,
A,1,Montipora encrusting,341,,6,,
A,1,Carbonate,345,,4,,
A,1,Coralline algae Lithothamnion,351,,6,,
A,1,Carbonate,365,,14,,
A,1,Coralline algae Lithothamnion,377,,12,,
A,1,Turf algae,385,,8,,
A,1,Macroalgae Codium,392,,7,,
A,1,Carbonate,395,,3,,
A,1,Montipora encrusting,419,,24,,
A,1,Carbonate,461,,42,,
A,1,Montipora encrusting,471,,10,,
A,1,Macroalgae Halimeda,474,,3,,
A,1,Carbonate,502,,28,,
A,1,Montipora encrusting,515,,13,,
A,1,Carbonate,517,,2,,
A,1,Macroalgae Turbinaria,522,,5,,
A,1,Carbonate,525,,3,,
A,1,Macroalgae Turbinaria,529,,4,,
A,1,Carbonate,572,,43,,
A,1,Macroalgae Codium,575,,3,,
A,1,Coralline algae ,580,,5,,
A,1,Acropora valida,585,,5,,
A,1,Coralline algae,603,,18,,
A,1,Carbonate,625,,22,,
A,1,Montipora encrusting,635,,10,,
A,1,Coralline algae,695,,60,,
A,1,Macroalgae Turbinaria,699,,4,,
A,1,Porites lobata,702,,3,,
A,1,Carbonate,731,,29,,
A,1,Montipora encrusting,735,,4,,
A,1,Carbonate,777,,42,,
A,1,Montipora encrusting,781,,4,,
A,1,Carbonate,805,,24,,
A,1,Montipora encrusting,819,,14,,
A,1,Carbonate,832,,13,,
A,1,Montipora encrusting,835,,3,,
A,1,Carbonate,860,,25,,
A,1,Macroalgae Turbinaria,865,,5,,
A,1,Carbonate,895,,30,,
A,1,Montipora encrusting,908,,13,,
A,1,Carbonate,910,,2,,
A,1,COR,915,,5,,
A,1,Pocillopora eydouxi,953,,38,,
A,1,Carbonate,962,,9,,
A,1,Porites lichen,971,,9,,
A,1,Turf algae,1000,,29,,
A,2,Carbonate,18,9.6,18,,
A,2,COR,22,,4,,
A,2,Carbonate,45,,23,,
A,2,Macroalgae Turbinaria,48,,3,,
A,2,Carbonate,91,,43,,
A,2,Montipora encrusting,105,,14,,
A,2,Carbonate,115,,10,,
A,2,Montipora encrusting,125,,10,,
A,2,Macroalgae Halimeda,128,,3,,
A,2,COR,141,,13,,
A,2,Carbonate,173,,32,,
A,2,Macroalgae Halimeda,175,,2,,
A,2,Carbonate,191,,16,,
A,2,Macroalgae Turbinaria,205,,14,,
A,2,Montipora encrusting,208,,3,,
A,2,Carbonate,225,,17,,
A,2,Montipora encrusting,252,,27,,
A,2,Carbonate,280,,28,,
A,2,Montipora encrusting,293,,13,,
A,2,Carbonate,297,,4,,
A,2,Montipora encrusting,305,,8,,
A,2,Carbonate,317,,12,,
A,2,Macroalgae Red,320,,3,,
A,2,Carbonate,335,,15,,
A,2,Montipora encrusting,351,,16,,
A,2,Carbonate,362,,11,,
A,2,COR,380,,18,,
A,2,Coralline algae Lithothamnion,401,,21,,
A,2,COR,421,,20,,
A,2,Montipora encrusting,424,,3,,
A,2,Carbonate,435,,11,,
A,2,Montipora encrusting,441,,6,,
A,2,Carbonate,445,,4,,
A,2,Montipora encrusting,458,,13,,
A,2,Millepora platyphylla,475,,17,,
A,2,Macroalgae Halimeda,480,,5,,
A,2,Carbonate,491,,11,,
A,2,Montipora encrusting,508,,17,,
A,2,COR,515,,7,,
A,2,Pocillopora eydouxi,520,,5,,
A,2,Montipora encrusting,524,,4,,
A,2,Carbonate,541,,17,,
A,2,Montipora encrusting,544,,3,,
A,2,Carbonate,575,,31,,
A,2,Heliopora,608,,33,,
A,2,COR,612,,4,,
A,2,Carbonate,631,,19,,
A,2,Macroalgae Turbinaria,635,,4,,
A,2,Carbonate,652,,17,,
A,2,Macroalgae Turbinaria,660,,8,,
A,2,Carbonate,675,,15,,
A,2,COR,702,,27,,
A,2,Carbonate,725,,23,,
A,2,Montipora encrusting,735,,10,,
A,2,Carbonate,775,,40,,
A,2,Montipora encrusting,792,,17,,
A,2,Carbonate,801,,9,,
A,2,COR,807,,6,,
A,2,Carbonate,832,,25,,
A,2,encrusting sponge,834,,2,,
A,2,Carbonate,841,,7,,
A,2,Montipora encrusting,851,,10,,
A,2,Carbonate,855,,4,,
A,2,Macroalgae Turbinaria,862,,7,,
A,2,COR,902,,40,,
A,2,Montipora encrusting,903,,1,,
A,2,Pocillopora eydouxi,915,,12,,
A,2,Carbonate,930,,15,,
A,2,Macroalgae Codium,941,,11,,
A,2,Carbonate,985,,44,,
A,2,Montipora encrusting,987,,2,,
A,2,Carbonate,1000,,13,,
A,3,Carbonate,15,9.6,15,,
A,3,Porites lobata,39,,24,,
A,3,COR,52,,13,,
A,3,Montipora encrusting,65,,13,,
A,3,Macroalgae Turbinaria,81,,16,,
A,3,Montipora encrusting,103,,22,,
A,3,Carbonate,105,,2,,
A,3,Montipora encrusting,108,,3,,
A,3,Carbonate,125,,17,,
A,3,Montipora encrusting,141,,16,,
A,3,Carbonate,150,,9,,
A,3,Macroalgae Turbinaria,152,,2,,
A,3,Carbonate,163,,11,,
A,3,Montipora encrusting,173,,10,,
A,3,Carbonate,182,,9,,
A,3,Macroalgae Turbinaria,185,,3,,
A,3,Montipora encrusting,235,,50,,
A,3,Carbonate,265,,30,,
A,3,Montipora encrusting,267,,2,,
A,3,Carbonate,280,,13,,
A,3,Montipora encrusting,291,,11,,
A,3,COR,299,,8,,
A,3,Montipora encrusting,306,,7,,
A,3,Carbonate,310,,4,,
A,3,Montipora encrusting,325,,15,,
A,3,Macroalgae Turbinaria,329,,4,,
A,3,COR,342,,13,,
A,3,Carbonate,365,,23,,
A,3,Montipora encrusting,375,,10,,
A,3,Carbonate,415,,40,,
A,3,COR,418,,3,,
A,3,Carbonate,437,,19,,
A,3,COR,462,,25,,
A,3,Carbonate,485,,23,,
A,3,Cyphastrea ocellina,492,,7,,
A,3,Carbonate,501,,9,,
A,3,Cyphastrea ocellina,510,,9,,
A,3,Carbonate,515,,5,,
A,3,COR,522,,7,,
A,3,Hydnophora microconus,541,,19,,
A,3,Carbonate,655,,114,,
A,3,Hydnophora microconus,662,,7,,
A,3,Carbonate,670,,8,,
A,3,Macroalgae Halimeda,675,,5,,
A,3,Carbonate,682,,7,,
A,3,Montipora encrusting,691,,9,,
A,3,Carbonate,695,,4,,
A,3,Montipora encrusting,702,,7,,
A,3,Carbonate,715,,13,,
A,3,Montipora encrusting,720,,5,,
A,3,Carbonate,728,,8,,
A,3,Macroalgae Turbinaria,730,,2,,
A,3,Montipora encrusting,737,,7,,
A,3,Carbonate,750,,13,,
A,3,COR,760,,10,,
A,3,Carbonate,771,,11,,
A,3,Montastrea curta,781,,10,,
A,3,Carbonate,797,,16,,
A,3,Macroalgae Halimeda,798,,1,,
A,3,Macroalgae Turbinaria,803,,5,,
A,3,Carbonate,835,,32,,
A,3,Macroalgae Halimeda,839,,4,,
A,3,Montipora encrusting,859,,20,,
A,3,Carbonate,872,,13,,
A,3,Montipora encrusting,892,,20,,
A,3,COR,902,,10,,
A,3,Carbonate,925,,23,,
A,3,Macroalgae Turbinaria,931,,6,,
A,3,Carbonate,935,,4,,
A,3,Porites lichen,941,,6,,
A,3,Carbonate,975,,34,,
A,3,Montipora encrusting,1000,,25,,
A,4,Carbonate,3,9.7,3,,
A,4,Montipora encrusting,5,,2,,
A,4,Carbonate,22,,17,,
A,4,Montipora encrusting,41,,19,,
A,4,Carbonate,65,,24,,
A,4,Macroalgae Turbinaria,74,,9,,
A,4,Carbonate,102,,28,,
A,4,Macroalgae Turbinaria,104,,2,,
A,4,Carbonate,119,,15,,
A,4,Montipora encrusting,122,,3,,
A,4,Carbonate,134,,12,,
A,4,Montipora encrusting,138,,4,,
A,4,Carbonate,172,,34,,
A,4,COR,180,,8,,
A,4,Carbonate,192,,12,,
A,4,Montipora encrusting,194,,2,,
A,4,Carbonate,196,,2,,
A,4,Montipora encrusting,210,,14,,
A,4,Carbonate,231,,21,,
A,4,Montipora encrusting,235,,4,,
A,4,Carbonate,260,,25,,
A,4,Porites lichen,264,,4,,
A,4,Carbonate,271,,7,,
A,4,Macroalgae Turbinaria,283,,12,,
A,4,Heliopora,301,,18,,
A,4,Carbonate,305,,4,,
A,4,Macroalgae Turbinaria,308,,3,,
A,4,Carbonate,326,,18,,
A,4,Porites lichen,341,,15,,
A,4,Carbonate,360,,19,,
A,4,Acropora nasuta,370,,10,,
A,4,COR,374,,4,,
A,4,Montipora encrusting,381,,7,,
A,4,COR,397,,16,,
A,4,Porites lichen,401,,4,,
A,4,Carbonate,412,,11,,
A,4,Macroalgae Halimeda,421,,9,,
A,4,Carbonate,451,,30,,
A,4,Coralline algae Lithothamnion,453,,2,,
A,4,Carbonate,476,,23,,
A,4,Montipora encrusting,481,,5,,
A,4,Carbonate,485,,4,,
A,4,Montipora encrusting,493,,8,,
A,4,COR,521,,28,,
A,4,Montipora encrusting,523,,2,,
A,4,COR,532,,9,,
A,4,Coralline algae Lithothamnion,541,,9,,
A,4,Carbonate,565,,24,,
A,4,Macroalgae Turbinaria,575,,10,,
A,4,Carbonate,605,,30,,
A,4,Porites lichen,615,,10,,
A,4,Carbonate,632,,17,,
A,4,Montipora encrusting,641,,9,,
A,4,Montipora encrusting,672,,31,,
A,4,COR,674,,2,,
A,4,Montipora encrusting,693,,19,,
A,4,Carbonate,695,,2,,
A,4,Macroalgae Turbinaria,697,,2,,
A,4,Coralline algae Lithothamnion,702,,5,,
A,4,Leptastrea transversa,715,,13,,
A,4,Carbonate,742,,27,,
A,4,Macroalgae Turbinaria,745,,3,,
A,4,COR,751,,6,,
A,4,Montipora encrusting,762,,11,,
A,4,Carbonate,782,,20,,
A,4,Macroalgae Turbinaria,785,,3,,
A,4,Carbonate,801,,16,,
A,4,Acropora digitifera,803,,2,,
A,4,Macroalgae Turbinaria,811,,8,,
A,4,Carbonate,819,,8,,
A,4,Montipora encrusting,822,,3,,
A,4,COR,845,,23,,
A,4,Montipora encrusting,858,,13,,
A,4,COR,865,,7,,
A,4,Carbonate,871,,6,,
A,4,Pocillopora eydouxi,915,,44,,
A,4,Montipora encrusting,925,,10,,
A,4,Carbonate,945,,20,,
A,4,COR,965,,20,,
A,4,Carbonate,973,,8,,
A,4,Montipora encrusting,981,,8,,
A,4,Carbonate,995,,14,,
A,4,Montipora encrusting,1000,,5,,
A,5,Montipora encrusting,11,9.7,11,,
A,5,COR,14,,3,,
A,5,Carbonate,32,,18,,
A,5,Macroalgae Turbinaria,37,,5,,
A,5,COR,42,,5,,
A,5,Turf algae,91,,49,,
A,5,Montipora encrusting,103,,12,,
A,5,Carbonate,119,,16,,
A,5,COR,128,,9,,
A,5,Carbonate,142,,14,,
A,5,Macroalgae Turbinaria,144,,2,,
A,5,COR,165,,21,,
A,5,Turf algae,192,,27,,
A,5,Macroalgae Turbinaria,194,,2,,
A,5,Carbonate,203,,9,,
A,5,Montipora encrusting,215,,12,,
A,5,Carbonate,230,,15,,
A,5,COR,232,,2,,
A,5,Carbonate,291,,59,,
A,5,Montipora encrusting,294,,3,,
A,5,Carbonate,297,,3,,
A,5,Montipora encrusting,315,,18,,
A,5,Macroalgae Codium,321,,6,,
A,5,Montipora encrusting,335,,14,,
A,5,Carbonate,345,,10,,
A,5,Montipora encrusting,372,,27,,
A,5,Carbonate,395,,23,,
A,5,Montipora encrusting,405,,10,,
A,5,Carbonate,416,,11,,
A,5,Montipora encrusting,418,,2,,
A,5,Carbonate,422,,4,,
A,5,Montipora encrusting,441,,19,,
A,5,COR,502,,61,,
A,5,Carbonate,525,,23,,
A,5,Porites vaughani,529,,4,,
A,5,Carbonate,575,,46,,
A,5,Macroalgae Turbinaria,578,,3,,
A,5,Carbonate,583,,5,,
A,5,Montipora encrusting,597,,14,,
A,5,Carbonate,632,,35,,
A,5,Montipora encrusting,635,,3,,
A,5,Macroalgae Halimeda,639,,4,,
A,5,Carbonate,641,,2,,
A,5,Montipora encrusting,651,,10,,
A,5,Carbonate,662,,11,,
A,5,Macroalgae Halimeda,665,,3,,
A,5,Carbonate,675,,10,,
A,5,Montipora encrusting,685,,10,,
A,5,Carbonate,702,,17,,
A,5,COR,705,,3,,
A,5,Montipora encrusting,712,,7,,
A,5,Carbonate,715,,3,,
A,5,Montipora encrusting,721,,6,,
A,5,Carbonate,735,,14,,
A,5,Pocillopora verrucosa,751,,16,,
A,5,Carbonate,765,,14,,
A,5,Pocillopora eydouxi,782,,17,,
A,5,Macroalgae Turbinaria,792,,10,,
A,5,Macroalgae Turbinaria,802,,10,,
A,5,Montipora encrusting,808,,6,,
A,5,Macroalgae Turbinaria,815,,7,,
A,5,Montipora encrusting,820,,5,,
A,5,Macroalgae Turbinaria,825,,5,,
A,5,COR,830,,5,,
A,5,Carbonate,841,,11,,
A,5,COR,855,,14,,
A,5,Carbonate,865,,10,,
A,5,Montipora encrusting,868,,3,,
A,5,Carbonate,882,,14,,
A,5,Pocillopora verrucosa,887,,5,,
A,5,Carbonate,912,,25,,
A,5,Leptastrea transversa,915,,3,,
A,5,Macroalgae Turbinaria,921,,6,,
A,5,Carbonate,935,,14,,
A,5,Montipora encrusting,942,,7,,
A,5,Carbonate,953,,11,,
A,5,COR,962,,9,,
A,5,Montipora encrusting,983,,21,,
A,5,Carbonate,991,,8,,
A,5,Macroalgae Red ,1000,,9,,
A,6,Pocillopora verrucosa,14,9.8,14,,
A,6,Carbonate,29,,15,,
A,6,Montipora encrusting,31,,2,,
A,6,Carbonate,45,,14,,
A,6,Montipora encrusting,55,,10,,
A,6,Carbonate,72,,17,,
A,6,Macroalgae Halimeda,74,,2,,
A,6,Carbonate,85,,11,,
A,6,Montipora encrusting,87,,2,,
A,6,Carbonate,103,,16,,
A,6,Psammocora contigua,107,,4,,
A,6,Carbonate,125,,18,,
A,6,Montipora encrusting,128,,3,,
A,6,Porites lichen,131,,3,,
A,6,Carbonate,157,,26,,
A,6,Coralline algae Lithothamnion,158,,1,,
A,6,Carbonate,205,,47,,
A,6,Montipora encrusting,220,,15,,
A,6,Carbonate,225,,5,,
A,6,Montipora encrusting,235,,10,,
A,6,Carbonate,243,,8,,
A,6,Montipora encrusting,271,,28,,
A,6,Coralline algae Lithothamnion,292,,21,,
A,6,Acropora gemmifera,305,,13,,
A,6,Carbonate,385,,80,,
A,6,Montipora encrusting,402,,17,,
A,6,Carbonate,425,,23,,
A,6,Goniastrea retiformis,429,,4,,
A,6,Carbonate,439,,10,,
A,6,Montipora encrusting,440,,1,,
A,6,Porites vaughani,450,,10,,
A,6,Montipora encrusting,458,,8,,
A,6,Carbonate,471,,13,,
A,6,Montipora encrusting,491,,20,,
A,6,Carbonate,552,,61,,
A,6,COR,556,,4,,
A,6,Carbonate,585,,29,,
A,6,Macroalgae Turbinaria,591,,6,,
A,6,Montipora encrusting,595,,4,,
A,6,COR,599,,4,,
A,6,Montipora encrusting,605,,6,,
A,6,Carbonate,615,,10,,
A,6,Montipora encrusting,625,,10,,
A,6,COR,645,,20,,
A,6,Montipora encrusting,648,,3,,
A,6,Carbonate,671,,23,,
A,6,Montipora encrusting,685,,14,,
A,6,Carbonate,692,,7,,
A,6,COR,695,,3,,
A,6,Carbonate,705,,10,,
A,6,COR,715,,10,,
A,6,Carbonate,720,,5,,
A,6,Montipora encrusting,725,,5,,
A,6,Pocillopora verrucosa,734,,9,,
A,6,Montipora encrusting,735,,1,,
A,6,Carbonate,765,,30,,
A,6,Montipora encrusting,775,,10,,
A,6,Carbonate,792,,17,,
A,6,Macroalgae Turbinaria,803,,11,,
A,6,Carbonate,811,,8,,
A,6,Montipora encrusting,817,,6,,
A,6,Carbonate,821,,4,,
A,6,Montipora encrusting,825,,4,,
A,6,Carbonate,842,,17,,
A,6,Montipora encrusting,853,,11,,
A,6,Carbonate,871,,18,,
A,6,Montipora encrusting,875,,4,,
A,6,Carbonate,882,,7,,
A,6,Montipora encrusting,890,,8,,
A,6,Carbonate,902,,12,,
A,6,Montipora encrusting,904,,2,,
A,6,Porites lobata,907,,3,,
A,6,Carbonate,925,,18,,
A,6,COR,930,,5,,
A,6,Porites vaughani,935,,5,,
A,6,Carbonate,950,,15,,
A,6,Macroalgae Codium,952,,2,,
A,6,Carbonate,955,,3,,
A,6,Turf algae,962,,7,,
A,6,COR,986,,24,,
A,6,Carbonate,1000,,14,,
W,1,Carbonate,31,8,31,,
W,1,Psammocora ,42,,11,,
W,1,Carbonate,68,,26,,
W,1,Macroalgae Halimeda,75,,7,,
W,1,Carbonate,98,,23,,
W,1,Sponge,103,,5,,
W,1,Macroalgae Halimeda,111,,8,,
W,1,Carbonate,132,,21,,
W,1,Porites rus,137,,5,,
W,1,Carbonate,192,,55,,
W,1,Macroalgae Halimeda,215,,23,,
W,1,Carbonate,253,,38,,
W,1,Macroalgae Halimeda,257,,4,,
W,1,Carbonate,291,,34,,
W,1,Porites lobata,312,,21,,
W,1,Carbonate,470,,158,,
W,1,Porites lobata,502,,32,,
W,1,Porites rus,523,,21,,
W,1,Carbonate,535,,12,,
W,1,Porites rus,545,,10,,
W,1,Macroalgae Halimeda,571,,26,,
W,1,Carbonate,588,,17,,
W,1,Porites rus,599,,11,,
W,1,Carbonate,610,,11,,
W,1,Macroalgae Halimeda,615,,5,,
W,1,Carbonate,665,,50,,
W,1,Macroalgae Halimeda,671,,6,,
W,1,Carbonate,710,,39,,
W,1,Sand and Rubble,735,,25,,
W,1,Macroalgae Halimeda,758,,23,,
W,1,Sand and Rubble,770,,12,,
W,1,Carbonate,785,,15,,
W,1,Macroalgae Halimeda,812,,27,,
W,1,Carbonate,871,,59,,
W,1,Macroalgae Halimeda,902,,31,,
W,1,Sinularia,905,,3,,
W,1,Porites lobata,931,,26,,
W,1,Carbonate,942,,11,,
W,1,Porites lobata,946,,4,,
W,1,Carbonate,1000,,54,,
W,2,Carbonate,35,8.7,35,,
W,2,Macroalgae Halimeda,51,,16,,
W,2,Porites lobata,69,,18,,
W,2,Sand and Rubble,121,,52,,
W,2,Carbonate,141,,20,,
W,2,Platygyra daedalea,145,,4,,
W,2,Carbonate,172,,27,,
W,2,Porites lobata,188,,16,,
W,2,Carbonate,224,,36,,
W,2,Macroalgae Halimeda,232,,8,,
W,2,Carbonate,245,,13,,
W,2,Sand and Rubble,268,,23,,
W,2,Sponge,271,,3,,
W,2,Porites lobata,295,,24,,
W,2,Macroalgae Halimeda,297,,2,,
W,2,Carbonate,302,,5,,
W,2,Porites lobata,322,,20,,
W,2,Carbonate,328,,6,,
W,2,Macroalgae Halimeda,339,,11,,
W,2,Carbonate,391,,52,,
W,2,Porites rus,395,,4,,
W,2,Carbonate,457,,62,,
W,2,Porites rus,462,,5,,
W,2,Carbonate,471,,9,,
W,2,Porites rus,496,,25,,
W,2,Carbonate,502,,6,,
W,2,Porites lobata,603,,101,,
W,2,Carbonate,652,,49,,
W,2,Porites rus,716,,64,,
W,2,Carbonate,741,,25,,
W,2,Porites rus,751,,10,,
W,2,Porites lobata,765,,14,,
W,2,Physogyra,842,,77,,
W,2,Carbonate,880,,38,,
W,2,COR,891,,11,,
W,2,Porites rus,896,,5,,
W,2,Macroalgae Halimeda,932,,36,,
W,2,Carbonate,935,,3,,
W,2,Macroalgae Halimeda,940,,5,,
W,2,Carbonate,952,,12,,
W,2,Porites rus,965,,13,,
W,2,Carbonate,971,,6,,
W,2,Porites rus,975,,4,,
W,2,Carbonate,1000,,25,,
W,3,Macroalgae Halimeda,22,7.7,22,,
W,3,Fungia,23,,1,,
W,3,Carbonate,56,,33,,
W,3,Porites lobata,121,,65,,
W,3,Carbonate,136,,15,,
W,3,Porites rus,142,,6,,
W,3,Carbonate,165,,23,,
W,3,Porites rus,172,,7,,
W,3,Carbonate,195,,23,,
W,3,Macroalgae Halimeda,202,,7,,
W,3,Carbonate,225,,23,,
W,3,Macroalgae Halimeda,244,,19,,
W,3,Carbonate,250,,6,,
W,3,Macroalgae Halimeda,255,,5,,
W,3,Carbonate,287,,32,,
W,3,Macroalgae Halimeda,302,,15,,
W,3,Carbonate,325,,23,,
W,3,Porites rus,337,,12,,
W,3,Carbonate,342,,5,,
W,3,Porites lobata,365,,23,,
W,3,Porites rus,374,,9,,
W,3,Carbonate,385,,11,,
W,3,Porites lobata,410,,25,,
W,3,Macroalgae Halimeda,421,,11,,
W,3,Carbonate,440,,19,,
W,3,Soft coral Lobophytum,481,,41,,
W,3,Carbonate,495,,14,,
W,3,Soft coral Lobophytum,521,,26,,
W,3,Carbonate,562,,41,,
W,3,Pavona varians,575,,13,,
W,3,Carbonate,635,,60,,
W,3,Macroalgae Halimeda,642,,7,,
W,3,Carbonate,660,,18,,
W,3,Porites lobata,725,,65,,
W,3,Carbonate,741,,16,,
W,3,Porites rus,752,,11,,
W,3,Carbonate,785,,33,,
W,3,Macroalgae Halimeda,792,,7,,
W,3,Carbonate,821,,29,,
W,3,Porites rus,825,,4,,
W,3,Carbonate,852,,27,,
W,3,Macroalgae Halimeda,865,,13,,
W,3,Porites lobata,891,,26,,
W,3,Sand and Rubble,915,,24,,
W,3,Diploastrea,1000,,85,,
W,4,Porites rus,25,7.2,25,,
W,4,Carbonate,71,,46,,
W,4,Physogyra,125,,54,,
W,4,Carbonate,145,,20,,
W,4,Galaxea fasicularis,150,,5,,
W,4,Carbonate,182,,32,,
W,4,Physogyra,203,,21,,
W,4,Macroalgae Halimeda,225,,22,,
W,4,Coralomorph,251,,26,,
W,4,Carbonate,365,,114,,
